percent_less_than_25,5.0,10.0,15.0,20.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
overseas_error_code,wrong country,not available,reset phone,unauthorized,service not available,no service,,,,,,,,,,,,,,,,,,,,,,,,
info_receipt_type,download,delete,both,,,,,,,,,,,,,,,,,,,,,,,,,,,
mile_dropoff,1 mile,2 miles,3 miles,4 miles,5 miles,10 miles,15 miles,20 miles,,,,,,,,,,,,,,,,,,,,,,
GB_32_64_128_GB,32.0,64.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
phone_inches,5 inches,8 inches,6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,
one_one_hundred_mb_s,10 MB/s,20 mb/s,30 megabytes per second,40 megabytes a second,50 mb per second,60 MB/s,80 mb/s,90 megabytes per second,100 megabytes a second,75 mb per second,,,,,,,,,,,,,,,,,,,,
usa_variations,America,the US,USA,the U.S.,United States,U.S.A.,,,,,,,,,,,,,,,,,,,,,,,,
business_country,Canada,Mexico,France,Argentina,Japan,Singapore,,,,,,,,,,,,,,,,,,,,,,,,
language_choices,French,German,Hindi,French Canadian,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,
wifi_names,my_wifi,hotdogs823,secretwifi,heydudebackoff,apt401,mycatlikesyou,heroslivehere,dontstealmywifi,jokesonyouwifithief,gimmewifi,nopeitsmywifi,,,,,,,,,,,,,,,,,,,
pretend_username,blue4u,ilovedogs3457,keepitcool29,hotpants23,tinydancer98,workit2341,sweatfit2334,coolio923,alltimehigh231,gimmetime124,loopyu42,carlover1234,jokes4all124,fasttimes2341,ohyeah043,hitmeup2351,catsrcute233,,,,,,,,,,,,,
phone_operating_systems,android,Android,iOS,IOS,apple,Apple,,,,,,,,,,,,,,,,,,,,,,,,
computer_operating_system,windows,Windows,Mac,macOS,Chrome,ChromeOS,,,,,,,,,,,,,,,,,,,,,,,,
desired_billing_date,15th of the month,first of the month,fifth of the month,10th of the month,on the first every month,on the 5th,1st of the month,on the 1st,,,,,,,,,,,,,,,,,,,,,,
graduation_date_next_three_years,2021.0,2022.0,2023.0,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,
dongle_type.1,netgear,asus,trendnet,tplink,,,,,,,,,,,,,,,,,,,,,,,,,,
webhost_names,godaddy,bluehost,hostgator,squarespace,squarespace.com,godaddy.com,,,,,,,,,,,,,,,,,,,,,,,,
stream_language_name,German,French,Spanish,French Canadian,Polish,Dutch,Japanese,,,,,,,,,,,,,,,,,,,,,,,
investment_type,401k,stock,bond,futures,cryptocurrency,gold,real estate,,,,,,,,,,,,,,,,,,,,,,,
bank_account,checking,savings,money market,CD,IRA,brokerage,,,,,,,,,,,,,,,,,,,,,,,,
bank,Chase,Bank of America,Wells Fargo,Citibank,PNC,Capital One,TD Bank,State Street,,,,,,,,,,,,,,,,,,,,,,
text_email_mail,text,email,mail,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_email,text,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,
email_text_phone_mail,email,text,phone,mail,,,,,,,,,,,,,,,,,,,,,,,,,,
paper_email,paper copy,emailed copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
email_speak,speak to someone,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,
email_phone,phone,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,
email_video,email,phone,mail,in person,video chat,,,,,,,,,,,,,,,,,,,,,,,,,
email_mail,email,mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text_email_mail_phone,text,email,phone,mail,,,,,,,,,,,,,,,,,,,,,,,,,,
email_phone_mail,email,phone,mail,,,,,,,,,,,,,,,,,,,,,,,,,,,
chat_email,email,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
email_rep,email,connect to a representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
information_type,email address,name,address,phone number,mailing address,,,,,,,,,,,,,,,,,,,,,,,,,
mortgage_provider,Quicken Loans,Chase,NASB,Navy Federal,Wells Fargo,Bank of America,Citibank,,,,,,,,,,,,,,,,,,,,,,,
avoid_reduce,avoid,reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business_personal,business,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
before_after,before,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,
employment_type,employed,self-employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first_time,first time,returning,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quarter,first,second,third,fourth,,,,,,,,,,,,,,,,,,,,,,,,,,
fixed_adjustable,fixed,adjustable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fixed_variable,fixed,variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
increase_decrease,increase,decrease,,,,,,,,,,,,,,,,,,,,,,,,,,,,
local_international,local,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lost_broken,lost,broken,stolen,,,,,,,,,,,,,,,,,,,,,,,,,,,
lost_stolen,lost,stolen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
card_type,Mastercard,American Express,Visa,Discover,,,,,,,,,,,,,,,,,,,,,,,,,,
general_limited,general,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margin_return_ratio,margin ratio,return ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail_pick,mailed,pick-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_partial,full amount,partial amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transaction_speed,priority,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
property_ownership,rent,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,
refund_type,refund,credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
online_inperson,online,in person,,,,,,,,,,,,,,,,,,,,,,,,,,,,
year_frequency,monthly,weekly,bi-weekly,quarterly,bi-annually,yearly,annually,,,,,,,,,,,,,,,,,,,,,,,
alert_type,new payee added,payment completed,recurring payment due,negative account balance,payment received,,,,,,,,,,,,,,,,,,,,,,,,,
alert_modality,notification center,banner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transaction_priority,priority,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_private,public,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal_holiday,on a working day,on a holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new_existing,new,existing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savings_checking,savings account,checking account,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_401k_type,traditional 401(k),Roth 401(k),self-employed 401(k),Safe Harbor 401(k),SIMPLE 401(k),profit-sharing plan,403(b),,,,,,,,,,,,,,,,,,,,,,,
current_account,checking account,savings account,business account,personal account,,,,,,,,,,,,,,,,,,,,,,,,,,
sell_hold,sell,hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
photo_scanner,smartphone photo,scanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank_account.1,checking,savings,money market,CD,IRA,brokerage,,,,,,,,,,,,,,,,,,,,,,,,
broker,Charles Schwab,Fidelity,E*TRADE,TD Ameritrade,Merrill Lynch,Robinhood,Ally Invest,,,,,,,,,,,,,,,,,,,,,,,
browser,Chrome,Firefox,Opera,Safari,Edge,Internet Explorer,,,,,,,,,,,,,,,,,,,,,,,,
industry,hospitality,construction,agriculture,entertainment,retail,aerospace,education,transport,energy,food,manufacturing,pharmaceutical,electronics,,,,,,,,,,,,,,,,,
collateral,equities,stocks,bonds,cash,real estate,commodities,futures,derivatives,,,,,,,,,,,,,,,,,,,,,,
credit_agency,TransUnion,Equifax,Experian,,,,,,,,,,,,,,,,,,,,,,,,,,,
insurance_company,State Farm,Nationwide,Progressive,Allstate,Farmers,Geico,USAA,Travelers,,,,,,,,,,,,,,,,,,,,,,
international_bank,HSBC,ANZ,BNP Paribas,Deutsche Bank,BNZ,,,,,,,,,,,,,,,,,,,,,,,,,
lender,JPMorgan Chase,Bank of America,Wells Fargo,Citibank,HSBC,Fifth Third Bank,,,,,,,,,,,,,,,,,,,m,,,,,
lender_type,business,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRA_type,traditional,Roth,SEP,nondeductible,SIMPLE,spousal,,,,,,,,,,,,,,,,,,,,,,,,
loan_type,personal,student,auto,home,mortgage,,,,,,,,,,,,,,,,,,,,,,,,,
medical_condition,diabetes,arthritis,fibromyalgia,migraines,cancer,glaucoma,Alzheimer's,,,,,,,,,,,,,,,,,,,,,,,
merger_type,conglomerate,horizontal,market extension,vertical,product extension,,,,,,,,,,,,,,,,,,,,,,,,,
mortgage_type,conventional,jumbo,government-insured,fixed-rate,adjustable-rate,,,,,,,,,,,,,,,,,,,,,,,,,
disaster,hurricane,earthquake,volcano,flood,tsunami,tornado,,,,,,,,,,,,,,,,,,,,,,,,
payment_method,debit card,credit card,check,,,,,,,,,,,,,,,,,,,,,,,,,,,
pension_type,qualified,non-qualified,public,private company,multi-employer,,,,,,,,,,,,,,,,,,,,,,,,,
property_type,house,apartment,duplex,condominium,townhouse,,,,,,,,,,,,,,,,,,,,,,,,,
reward_redemption,cash back,statement credit,gift certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,
reward_type,miles,cash back,points,,,,,,,,,,,,,,,,,,,,,,,,,,,
stock_exchange,NYSE,NASDAQ,London Stock Exchange,Bombay Stock Exchange,,,,,,,,,,,,,,,,,,,,,,,,,,
stock_type,common,preferred,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us_holiday,New Year's Day,"Martin Luther King, Jr. Day",Presidents Day,Good Friday,Memorial Day,Independence Day,Labor Day,Thanksgiving Day,Christmas Day,,,,,,,,,,,,,,,,,,,,,
world_event,COVID19,financial crisis,climate change,political instability,war,natural disaster,,,,,,,,,,,,,,,,,,,,,,,,
lien_type,voluntary,involuntary,judgment,property tax,IRS,child support,,,,,,,,,,,,,,,,,,,,,,,,
savings_type,savings,money market,high-yield savings,certificate of deposit,cash management,specialty savings,Christmas club,,,,,,,,,,,,,,,,,,,,,,,
filing_status,single,married filing separately,married filing jointly,head of household,qualifying widow(er) with dependent child,,,,,,,,,,,,,,,,,,,,,,,,,
reward_card_type,Citi Double Cash Back,Discover It Cash Back,Chase Sapphire Preferred,Chase Freedom Unlimited,Blue Cash Preferred,Bank of America Premium Rewards,,,,,,,,,,,,,,,,,,,,,,,,
relationship,spouse,daughter,mother,sister,roommate,fiancé,boyfriend,partner,,,,,,,,,,,,,,,,,,,,,,
residency,apartment,house,duplex,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,
return_type,interest,dividends,capital gains,,,,,,,,,,,,,,,,,,,,,,,,,,,
phone_model,iPhone 12,Galaxy S20,Pixel 4A,Galaxy Z Fold 2,OnePlus 8,Pixel 5,One 5G,,,,,,,,,,,,,,,,,,,,,,,
instrument,hedge fund,commodity,bond,stock,,,,,,,,,,,,,,,,,,,,,,,,,,
mc_product,MacBook Pro,Playstation 5,iPhone 12,Titan GT83,HD 450 BT,,,,,,,,,,,,,,,,,,,,,,,,,
term_deposit,30 days,90 days,6 months,12 months,1 year,,,,,,,,,,,,,,,,,,,,,,,,,
transaction_type,transfer,deposit,withdrawal,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_1_4years,1 year,2 years,3 years,4 years,,,,,,,,,,,,,,,,,,,,,,,,,,
cosigner_self,cosigner,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
credit_debit,credit card,debit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deposit_method,deposit,check,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reset_recover,reset,recover,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard_designed,standard,designed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
risk_preference,stability,growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interest_type,simple interest,compound interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retirement,retired,working,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sole_LLC,sole proprietor,LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corporation_type,S corporation,C corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phone_video,phone,video chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quick_long_term,quick returns,long term investment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mon_fri,monday,tuesday,wednesday,thursday,friday,,,,,,,,,,,,,,,,,,,,,,,,,
higher_lower,higher,lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratio_type,gross expense ratio,net expense ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llc_limited,LLC,limited partnership,,,,,,,,,,,,,,,,,,,,,,,,,,,,
funding_type,deposit,pre-paid credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,
check_recurring,check,recurring payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allocating_diversifying,allocating assets,diversifying portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment_frequency,all payments,the next payment,a series of the next payments,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_500_2500,500.0,1000.0,1500.0,2000.0,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,
100_2500,100.0,250.0,500.0,500.0,1000.0,1500.0,2000.0,2500.0,,,,,,,,,,,,,,,,,,,,,,
conservatism,not at all conservative,somewhat conservative,highly conservative,extremely conservative,,,,,,,,,,,,,,,,,,,,,,,,,,
check_frequency,monthly,weekly,bi-weekly,quarterly,bi-annually,yearly,annually,daily,,,,,,,,,,,,,,,,,,,,,,
branch_address,"4321 Sycamore Street, Sunnyvale CA  94089","3033 Arbutus Dr. Suite B3, Ft. Lauderdal FL 33301","3970 Parkway Street, Monticello NY 12701","4665 Worthington Cir., Irving TX 75061","1456 Hillside Drive, West Roxbury MA 02132",4547 Sigley Rd. Suite 11C,1588  Sunset Drive,,,,,,,,,,,,,,,,,,,,,,,
school_address,3561 Oakmound Dr. Chicago Illinois 60607,795 Sycamore Lake Road,"4891 Rockford Rd., Bedford MA 01730","1172 St James Drive, Harrisburg Pennsylvania 17102","741 Hall Valley Dr., Huntington WV 25701",4952 Norma Lane Monroe Lousiana,4409 Whiteman Street,,,,,,,,,,,,,,,,,,,,,,,
atm_address,"4003 Gandy St,. Syracuse NY 13224",2139 Harter Street #207,"4932 Oral Lake Rd, Golden Valley MN 55427",3139 Robinson Lane,2064 Flinderation Rd Westchester IL 60154,1431 Crim Lane,900 NW 17th St. Miami FL 33136,,,,,,,,,,,,,,,,,,,,,,,
film_show_title,game of thrones,breaking bad,Star Wars,Grey's Anatomy,inception,Harry Potter and the philosopher's stone,Jaws,its a wonderful life,Forest Gump,die hard,mission impossible,Skyfall,friends,,,,,,,,,,,,,,,,,
income_source,salary,dividend income,profit income,rental income,capital gains,interest,royalties,affiliate marketing,,,,,,,,,,,,,,,,,,,,,,
employment_status,full time,part time,unemployed,self employed,temporary,freelance,independent contractor,,,,,,,,,,,,,,,,,,,,,,,
portfolio_type,investment,income,defensive,aggresive,hybrid,retirement,retirement-blended,enhanced value investment,diversified asset classes,conservative income,,,,,,,,,,,,,,,,,,,,
update_type,address,name,bank account number,routing number,credit card number,phone number,email address,cellphone number,job,employment status,employer,country,city,state,,,,,,,,,,,,,,,,
asking_bid,accept price,place bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
home_type,standard,apartment,condo,family,townhome,townhouse,stand alone,penthouse,self design,self built,,,,,,,,,,,,,,,,,,,,
card_design,standard,own design,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treasury_bonds,treasury bond,treasury note,t-bond,TIPS,treasury inflation-protected securities,treasury bill,,,,,,,,,,,,,,,,,,,,,,,,
investment_company,SoFi,vanguard,betterment,wealthfront,ellevest,stash,blooom,acorns,ally invest,FutureAdvisor,wealthsimple,personal capital,,,,,,,,,,,,,,,,,,
model_number,iPhone 8 Plus,iPhone X,iPhone 11,iPhone 12 Pro Max,Galaxy A71,pixle 4a,moto G power smart,galaxy A51,iPhone SE,surface laptop 3,yoga c740,xps 13 7390,pro 2015,surface pro 7,,,,,,,,,,,,,,,,
money_app,PayPal,venmo,zelle,cash app,google pay,OFX,TransferWise,xoom,MoneyGram,Western Union,WorldRemit,,,,,,,,,,,,,,,,,,,
budget_category,housing,transportation,rent,food,utilities,clothing,medical care,healthcare,insurance,supplies,inventory,personal,debt,entertainment,retirement,education,savings,gifts,donations,,,,,,,,,,,
mutual_funds,equity funds,fixed-income funds,money market funds,balanced funds,hybridy funds,specialty funds,,,,,,,,,,,,,,,,,,,,,,,,
bank_agreement,stock purchase,nonstatutory stock option,statutory stock option,convertible debt,restricted stock,deferred compensation,royalty,commission,percent of revenue,,,,,,,,,,,,,,,,,,,,,
commodity,agriculture,energy,metals,livestock,,,,,,,,,,,,,,,,,,,,,,,,,,
car_model,CR-V,civic,jetta,passat,equinox,camry,rogue,explorer,corolla,accord,forester,escape,altima,highlander,tacoma,sierra,grand caravan,,,,,,,,,,,,,
dealership,AutoNation,Penske Automotive group,Lithia Motors,Sonic Automotive,Hendrick Automotive,Asbury Automotive,Carvana,Nissan,Honda,Kia,Toyota,GMC,CarMax,enterprise,,,,,,,,,,,,,,,,
forecast_sector,housing,business,international trade,government,labor market,financial market,foreign trade,,,,,,,,,,,,,,,,,,,,,,,
foreclosure_type,judicial,non-judicial,foreclosure by sale,strict forclosure,,,,,,,,,,,,,,,,,,,,,,,,,,
inflation_index,CPI,PPI,ECI,GDP Deflator,PCE,,,,,,,,,,,,,,,,,,,,,,,,,
account_instrument,savings,high-yield checking,money market,CD,traditional,mutual funds,savings bonds,savings treasuries,IRA,high-yield savings,,,,,,,,,,,,,,,,,,,,
instrument.1,high-yield savings account,CD,money market account,checking account,treasury bill,short-term bond,stocks,real estate,,,,,,,,,,,,,,,,,,,,,,
yes_no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
annuity_payment,straight life,joint and survivor,refund,immediate,income,deferred,fixed period,guaranteed term,lump-sum,systematic withdrawl,early withdrawl,,,,,,,,,,,,,,,,,,,
annuity_contract,deferred fixed,deferred fixed index,deferred variable,income,deferred income,immediate income,fixed,variable,,,,,,,,,,,,,,,,,,,,,,
bond,corporate,investment-grade,high-yield,municipal,government,sovereign,agency,,,,,,,,,,,,,,,,,,,,,,,
fee_type,annual,maintenance,minimum balance,ATM,overdraft,insufficient funds,excess transactions,wire transfer,account closing,lost card,foreign transaction,hard copy statement,returned deposit,checking account,inactivity,account closing,,,,,,,,,,,,,,
CD_type,traditional,bump-up,step-up,liquid,no-penalty,zero-coupon,callable,brokered,high-yield,jumbo,IRA,add-on,foreign currency,,,,,,,,,,,,,,,,,
school,University of Georgia,University of Michigan,Stanford University,Duke,UNC Charlotte,Princton,The University of Chicago,Georgia Tech,UCLA,University of Tennessee,Auburn,Texas A&M,Miami International,Oregon State,,,,,,,,,,,,,,,,
annuity,deferred fixed,deferred fixed index,deferred variable,income,deferred income,immediate income,fixed,variable,,,,,,,,,,,,,,,,,,,,,,
debt_company,Axos Bank,LightStream,Marcus,Payoff,Prosper,SoFi,Upgrade,Avant,,,,,,,,,,,,,,,,,,,,,,
debt_type,credit card,medical,student loan,payday loan,car financing,mortgage,,,,,,,,,,,,,,,,,,,,,,,,
household_item,roof,windows,basement,table,couch,tv,refridgerator,oven,toilet,bathtub,computer,bed,desk,mattress,,,,,,,,,,,,,,,,
degree,Associate,bachelor's,master's,doctoral,PhD,MD,JD,graduate,certificate,professional certificate,undergraduate,,,,,,,,,,,,,,,,,,,
product,watch,computer,lamp,shirts,pants,shoes,camera,table,chair,blanket,pillow,treadmill,,,,,,,,,,,,,,,,,,
notarizable_doc,wills,trusts,advanced directives,custody agreement,executorships,guardianship agreement,affidavit,jurat,POA,bank transfer service form,motor vehicle bill of sale,,,,,,,,,,,,,,,,,,,
financial_year,2019-2020,2018-2019,2017-2018,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,
accounting_method,cash,accrual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asset,cash,stocks,bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_loan_providers,Toyota Financial Services,Chase Auto,Honda Financial Services,Chrysler Financial,Bank of America,,,,,,,,,,,,,,,,,,,,,,,,,
business_loan_type,SBA loan,short term loan,business term loan,merchant cash advance,business credit card,equipment financing,commercial mortgage,accounts receivable financing,startup loan,business acquisition loan,,,,,,,,,,,,,,,,,,,,
card_collection,mailed,pick up,picked up in branch,picked up at branch,,,,,,,,,,,,,,,,,,,,,,,,,,
chat_email_phone,chat,email,phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
credit_report_agency,Equifax,Experian,TransUnion,,,,,,,,,,,,,,,,,,,,,,,,,,,
delivery_information,mailed,emailed,text,email,postal mail,snail mail,electronically,printed,,,,,,,,,,,,,,,,,,,,,,
dividend_programs,Exxon Mobil,AbbVie Inc.,Federal Realty Investmet Trust,Chubb Limited,Realty Income,Aflac Incorporated,Nucor,S&P Global,,,,,,,,,,,,,,,,,,,,,,
durable,durable,non-durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
email_postal,posted,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex,clothing,groceries,gas,cell phone,car maintenance,household maintenance,,,,,,,,,,,,,,,,,,,,,,,,
expense,mortgage,rent,insurance,real estate taxes,,,,,,,,,,,,,,,,,,,,,,,,,,
industry_type,coffee manufacturer,soap manufacturer,calligraphy services,3D printing services,architecture firm,,,,,,,,,,,,,,,,,,,,,,,,,
investment,daily,weekly,bi-monthly,monthly,,,,,,,,,,,,,,,,,,,,,,,,,,
investment_frequency,savings account,certificate of deposit,money market,stock,bond,mutual fund,annuity,,,,,,,,,,,,,,,,,,,,,,,
monthly_quarterly_annual,monthly,quarterly,annual,,,,,,,,,,,,,,,,,,,,,,,,,,,
mortgage_company,Bank of America,Citibank,Wells Fargo,Quicken Loans,Ally Bank,,,,,,,,,,,,,,,,,,,,,,,,,
percentage,current,quick,operating cash flow,,,,,,,,,,,,,,,,,,,,,,,,,,,
property,house,business,boat,,,,,,,,,,,,,,,,,,,,,,,,,,,
replacement,lost,I lost it,it was stolen,stolen,can't find it,,,,,,,,,,,,,,,,,,,,,,,,,
security_question,What is your mother's maiden name?,What was the first car you had?,Where did you attend elementary school?,What was your high school mascot?,What was the name of your childhood best friend?,What is your father's middle name?,What street name did you grow up on?,What city was your first job in?,,,,,,,,,,,,,,,,,,,,,,
trading_platform,Merrill Edge,E*TRADE,TD Ameritrade,Robinhood,Interactive Brokers,TradeStation,Zacks Trade,Ally Invest,,,,,,,,,,,,,,,,,,,,,,
transfer,ACH,wire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer_error,Transfer unsuccessful,"Sorry, this transfer did not succeed.",Error: transfer unsuccessful,,,,,,,,,,,,,,,,,,,,,,,,,,,
one_ten_day_range,one day,two days,three days,four days,five days,six days,seven days,eight days,nine days,ten days,,,,,,,,,,,,,,,,,,,,
one_ten_range,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,
one_ten_day_range.1,one day,two days,three days,four days,five days,six days,seven days,eight days,nine days,ten days,,,,,,,,,,,,,,,,,,,,
one_ten_year_range,one year,two years,three years,four years,five years,six years,seven years,eight years,nine years,ten years,,,,,,,,,,,,,,,,,,,,
one_twelve_month_range,one month,two months,three months,four months,five months,six months,seven months,eight months,nine months,ten months,eleven months,twelve months,,,,,,,,,,,,,,,,,,
one_twelve_hour_range,one hour,two hours,three hours,four hours,five hours,six hours,seven hours,eight hours,nine hours,ten hours,eleven hours,twelve hours,,,,,,,,,,,,,,,,,,
one_three_year_range,one year,two years,three years,,,,,,,,,,,,,,,,,,,,,,,,,,,
gb_amount_range,100 gb,200 gb,500 gb,1000 gb,,,,,,,,,,,,,,,,,,,,,,,,,,
mbps_range,25.0,50.0,100.0,200.0,300.0,500.0,150.0,75.0,250.0,350.0,475.0,625.0,,,,,,,,,,,,,,,,,,
minutes_calling,100.0,200.0,300.0,400.0,500.0,600.0,700.0,800.0,900.0,1000.0,,,,,,,,,,,,,,,,,,,,
user_age,18.0,20.0,25.0,33.0,42.0,51.0,28.0,34.0,56.0,44.0,20.0,31.0,39.0,43.0,,,,,,,,,,,,,,,,
conference_participant_count,30.0,50.0,100.0,200.0,220.0,180.0,170.0,250.0,80.0,120.0,,,,,,,,,,,,,,,,,,,,
number_range_one_fifty,10.0,30.0,20.0,50.0,40.0,35.0,13.0,15.0,23.0,32.0,60.0,,,,,,,,,,,,,,,,,,,
number_range_one_ten,one,two,three,four,five,six,seven,eight,nine,ten,,,,,,,,,,,,,,,,,,,,
satellite_error_code,1012.0,412.0,211.0,4578.0,23412.0,12333.0,67894.0,1231.0,3589.0,44226.0,43.0,788.0,212.0,,,,,,,,,,,,,,,,,
text_msg_rate,100.0,300.0,500.0,600.0,1000.0,250.0,3000.0,500.0,800.0,1200.0,,,,,,,,,,,,,,,,,,,,
home_sq_ft,800.0,900.0,1000.0,1100.0,1200.0,1300.0,1500.0,600.0,700.0,850.0,,,,,,,,,,,,,,,,,,,,
one_thirty_day_range,one day,two days,three days,four days,five days,six days,seven days,eight days,nine days,ten days,eleven days,twelve days,thirteen days,fourteen days,fifteen days,sixteen days,seventeen days,eighteen days,nineteen days,twenty days,twenty one days,twenty two days,twenty three days,twenty four days,twenty five days,twenty six days,twenty seven days,twenty eight days,twenty nine days,thirty days
number_childen,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
time_recording,30 mins,60 mins,120 mins,two hours,one hour,half an hour,,,,,,,,,,,,,,,,,,,,,,,,
mile_dropoff,1 mile,2 miles,3 miles,4 miles,5 miles,10 miles,15 miles,20 miles,,,,,,,,,,,,,,,,,,,,,,
GB_32_64_128_GB,32.0,64.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
phone_inches,5 inches,8 inches,6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,
one_one_hundred_mb_s,10 MB/s,20 mb/s,30 megabytes per second,40 megabytes a second,50 mb per second,60 MB/s,80 mb/s,90 megabytes per second,100 megabytes a second,75 mb per second,,,,,,,,,,,,,,,,,,,,
usa_variations,America,the US,USA,the U.S.,United States,U.S.A.,,,,,,,,,,,,,,,,,,,,,,,,
business_country,Canada,Mexico,France,Argentina,Japan,Singapore,,,,,,,,,,,,,,,,,,,,,,,,
language_choices,French,German,Hindi,French Canadian,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,
wifi_names,my_wifi,hotdogs823,secretwifi,heydudebackoff,apt401,mycatlikesyou,heroslivehere,dontstealmywifi,jokesonyouwifithief,gimmewifi,nopeitsmywifi,,,,,,,,,,,,,,,,,,,
pretend_username,blue4u,ilovedogs3457,keepitcool29,hotpants23,tinydancer98,workit2341,sweatfit2334,coolio923,alltimehigh231,gimmetime124,loopyu42,carlover1234,jokes4all124,fasttimes2341,ohyeah043,hitmeup2351,catsrcute233,,,,,,,,,,,,,
phone_operating_systems,android,Android,iOS,IOS,apple,Apple,,,,,,,,,,,,,,,,,,,,,,,,
computer_operating_system,windows,Windows,Mac,macOS,Chrome,ChromeOS,,,,,,,,,,,,,,,,,,,,,,,,
desired_billing_date,15th of the month,first of the month,fifth of the month,10th of the month,on the first every month,on the 5th,1st of the month,on the 1st,,,,,,,,,,,,,,,,,,,,,,
graduation_date_next_three_years,2021.0,2022.0,2023.0,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,
dongle_type,netgear,asus,trendnet,tplink,,,,,,,,,,,,,,,,,,,,,,,,,,
webhost_names,godaddy,bluehost,hostgator,squarespace,squarespace.com,godaddy.com,,,,,,,,,,,,,,,,,,,,,,,,
